Date,Province_State,Population,People_at_least_one_dose,People_fully_vaccinated
2023-02-02,New Mexico,2096829,1977281,1575076
2023-02-02,New York,19453561,18355097,15703878
2023-02-02,North Carolina,10488084,9658812,7033372
2023-02-02,North Dakota,762062,528039,446636
2023-02-02,Northern Mariana Islands,55144,46629,43900
2023-02-02,Ohio,11689100,7677204,7060791
2023-02-02,Oklahoma,3956971,2950102,2390776
2023-02-02,Oregon,4217737,3439027,3050027
2023-02-02,Pennsylvania,12801989,11584651,9379292
2023-02-02,Puerto Rico,3193694,2900790,2681982
2023-02-02,Rhode Island,1059361,1121579,928263
2023-02-02,South Carolina,5148714,3653247,3081610
2023-02-02,South Dakota,884659,741248,585683
2023-02-02,Tennessee,6829174,4396792,3840944
2023-02-02,Texas,28995881,22128938,18321481
2023-02-02,Utah,3205958,2410110,2135892
2023-02-02,Vermont,623989,620250,534086
2023-02-02,Veterans Health Administration,NA,3705979,3050573
2023-02-02,Virgin Islands,107268,74845,58886
2023-02-02,Virginia,8535519,7762027,6532633
2023-02-02,Washington,7614893,6484627,5785380
2023-02-02,West Virginia,1792147,1208849,1069210
2023-02-02,Wisconsin,5822434,4370978,3967243
2023-02-02,Wyoming,578759,352104,306661
2023-02-03,NA,NA,269064626,229719115
2023-02-03,Alabama,4903185,3184573,2604726
2023-02-03,Alaska,731545,533555,476024
2023-02-03,American Samoa,55641,46175,42456
2023-02-03,Arizona,7278717,5637681,4800233
2023-02-03,Arkansas,3017804,2107392,1714777
2023-02-03,California,39512223,33445088,29477685
2023-02-03,Colorado,5758736,4813200,4227859
2023-02-03,Connecticut,3565287,3652928,2958372
2023-02-03,Delaware,973764,858189,713369
2023-02-03,Department of Defense,NA,4657627,3715872
2023-02-03,District of Columbia,705749,827951,636953
2023-02-03,Federal Bureau of Prisons,NA,155231,141302
2023-02-03,Florida,21477737,17691493,14891661
2023-02-03,Georgia,10617423,7256034,6077271
2023-02-03,Guam,164229,158847,144231
2023-02-03,Hawaii,1415872,1293224,1153143
2023-02-03,Idaho,1787065,1141412,1008024
2023-02-03,Illinois,12671821,10017343,9021295
2023-02-03,Indian Health Services,NA,1159883,916078
2023-02-03,Indiana,6732219,4330161,3883521
2023-02-03,Iowa,3155070,2227610,2029318
2023-02-03,Kansas,2913314,2218475,1900513
2023-02-03,Kentucky,4467673,3073532,2661336
2023-02-03,Long Term Care (LTC) Program,NA,0,0
2023-02-03,Louisiana,4648794,2917165,2556144
2023-02-03,Maine,1344212,1308497,1118976
2023-02-03,Maryland,6045680,5540242,4814877
2023-02-03,Massachusetts,6892503,7349623,5801679
2023-02-03,Michigan,9986857,6929455,6219814
2023-02-03,Minnesota,5639632,4439695,4064209
2023-02-03,Mississippi,2976149,1833420,1596571
2023-02-03,Missouri,6137428,4251715,3620874
2023-02-03,Montana,1068778,729104,631873
2023-02-03,Nebraska,1934408,1418530,1280669
2023-02-03,Nevada,3080156,2388156,1960778
2023-02-03,New Hampshire,1359711,1197519,977116
2023-02-03,New Jersey,8882190,8399670,7022359
2023-02-03,New Mexico,2096829,1977281,1575076
2023-02-03,New York,19453561,18355097,15703878
2023-02-03,North Carolina,10488084,9658812,7033372
2023-02-03,North Dakota,762062,528039,446636
2023-02-03,Northern Mariana Islands,55144,46629,43900
2023-02-03,Ohio,11689100,7677204,7060791
2023-02-03,Oklahoma,3956971,2950102,2390776
2023-02-03,Oregon,4217737,3439027,3050027
2023-02-03,Pennsylvania,12801989,11584651,9379292
2023-02-03,Puerto Rico,3193694,2900790,2681982
2023-02-03,Rhode Island,1059361,1121579,928263
2023-02-03,South Carolina,5148714,3653247,3081610
2023-02-03,South Dakota,884659,741248,585683
2023-02-03,Tennessee,6829174,4396792,3840944
2023-02-03,Texas,28995881,22128938,18321481
2023-02-03,Utah,3205958,2410110,2135892
2023-02-03,Vermont,623989,620250,534086
2023-02-03,Veterans Health Administration,NA,3705979,3050573
2023-02-03,Virgin Islands,107268,74845,58886
2023-02-03,Virginia,8535519,7762027,6532633
2023-02-03,Washington,7614893,6484627,5785380
2023-02-03,West Virginia,1792147,1208849,1069210
2023-02-03,Wisconsin,5822434,4370978,3967243
2023-02-03,Wyoming,578759,352104,306661
2023-02-04,NA,NA,269064626,229719115
2023-02-04,Alabama,4903185,3184573,2604726
2023-02-04,Alaska,731545,533555,476024
2023-02-04,American Samoa,55641,46175,42456
2023-02-04,Arizona,7278717,5637681,4800233
2023-02-04,Arkansas,3017804,2107392,1714777
2023-02-04,California,39512223,33445088,29477685
2023-02-04,Colorado,5758736,4813200,4227859
2023-02-04,Connecticut,3565287,3652928,2958372
2023-02-04,Delaware,973764,858189,713369
2023-02-04,Department of Defense,NA,4657627,3715872
2023-02-04,District of Columbia,705749,827951,636953
2023-02-04,Federal Bureau of Prisons,NA,155231,141302
2023-02-04,Florida,21477737,17691493,14891661
2023-02-04,Georgia,10617423,7256034,6077271
2023-02-04,Guam,164229,158847,144231
2023-02-04,Hawaii,1415872,1293224,1153143
2023-02-04,Idaho,1787065,1141412,1008024
2023-02-04,Illinois,12671821,10017343,9021295
2023-02-04,Indian Health Services,NA,1159883,916078
2023-02-04,Indiana,6732219,4330161,3883521
2023-02-04,Iowa,3155070,2227610,2029318
2023-02-04,Kansas,2913314,2218475,1900513
2023-02-04,Kentucky,4467673,3073532,2661336
2023-02-04,Long Term Care (LTC) Program,NA,0,0
2023-02-04,Louisiana,4648794,2917165,2556144
2023-02-04,Maine,1344212,1308497,1118976
2023-02-04,Maryland,6045680,5540242,4814877
2023-02-04,Massachusetts,6892503,7349623,5801679
2023-02-04,Michigan,9986857,6929455,6219814
2023-02-04,Minnesota,5639632,4439695,4064209
2023-02-04,Mississippi,2976149,1833420,1596571
2023-02-04,Missouri,6137428,4251715,3620874
2023-02-04,Montana,1068778,729104,631873
2023-02-04,Nebraska,1934408,1418530,1280669
2023-02-04,Nevada,3080156,2388156,1960778
2023-02-04,New Hampshire,1359711,1197519,977116
2023-02-04,New Jersey,8882190,8399670,7022359
2023-02-04,New Mexico,2096829,1977281,1575076
2023-02-04,New York,19453561,18355097,15703878
2023-02-04,North Carolina,10488084,9658812,7033372
2023-02-04,North Dakota,762062,528039,446636
2023-02-04,Northern Mariana Islands,55144,46629,43900
2023-02-04,Ohio,11689100,7677204,7060791
2023-02-04,Oklahoma,3956971,2950102,2390776
2023-02-04,Oregon,4217737,3439027,3050027
2023-02-04,Pennsylvania,12801989,11584651,9379292
2023-02-04,Puerto Rico,3193694,2900790,2681982
2023-02-04,Rhode Island,1059361,1121579,928263
2023-02-04,South Carolina,5148714,3653247,3081610
2023-02-04,South Dakota,884659,741248,585683
2023-02-04,Tennessee,6829174,4396792,3840944
2023-02-04,Texas,28995881,22128938,18321481
2023-02-04,Utah,3205958,2410110,2135892
2023-02-04,Vermont,623989,620250,534086
2023-02-04,Veterans Health Administration,NA,3705979,3050573
2023-02-04,Virgin Islands,107268,74845,58886
2023-02-04,Virginia,8535519,7762027,6532633
2023-02-04,Washington,7614893,6484627,5785380
2023-02-04,West Virginia,1792147,1208849,1069210
2023-02-04,Wisconsin,5822434,4370978,3967243
2023-02-04,Wyoming,578759,352104,306661
2023-02-05,NA,NA,269064626,229719115
2023-02-05,Alabama,4903185,3184573,2604726
2023-02-05,Alaska,731545,533555,476024
2023-02-05,American Samoa,55641,46175,42456
2023-02-05,Arizona,7278717,5637681,4800233
2023-02-05,Arkansas,3017804,2107392,1714777
2023-02-05,California,39512223,33445088,29477685
2023-02-05,Colorado,5758736,4813200,4227859
2023-02-05,Connecticut,3565287,3652928,2958372
2023-02-05,Delaware,973764,858189,713369
2023-02-05,Department of Defense,NA,4657627,3715872
2023-02-05,District of Columbia,705749,827951,636953
2023-02-05,Federal Bureau of Prisons,NA,155231,141302
2023-02-05,Florida,21477737,17691493,14891661
2023-02-05,Georgia,10617423,7256034,6077271
2023-02-05,Guam,164229,158847,144231
2023-02-05,Hawaii,1415872,1293224,1153143
2023-02-05,Idaho,1787065,1141412,1008024
2023-02-05,Illinois,12671821,10017343,9021295
2023-02-05,Indian Health Services,NA,1159883,916078
2023-02-05,Indiana,6732219,4330161,3883521
2023-02-05,Iowa,3155070,2227610,2029318
2023-02-05,Kansas,2913314,2218475,1900513
2023-02-05,Kentucky,4467673,3073532,2661336
2023-02-05,Long Term Care (LTC) Program,NA,0,0
2023-02-05,Louisiana,4648794,2917165,2556144
2023-02-05,Maine,1344212,1308497,1118976
2023-02-05,Maryland,6045680,5540242,4814877
2023-02-05,Massachusetts,6892503,7349623,5801679
2023-02-05,Michigan,9986857,6929455,6219814
2023-02-05,Minnesota,5639632,4439695,4064209
2023-02-05,Mississippi,2976149,1833420,1596571
2023-02-05,Missouri,6137428,4251715,3620874
2023-02-05,Montana,1068778,729104,631873
2023-02-05,Nebraska,1934408,1418530,1280669
2023-02-05,Nevada,3080156,2388156,1960778
2023-02-05,New Hampshire,1359711,1197519,977116
2023-02-05,New Jersey,8882190,8399670,7022359
2023-02-05,New Mexico,2096829,1977281,1575076
2023-02-05,New York,19453561,18355097,15703878
2023-02-05,North Carolina,10488084,9658812,7033372
2023-02-05,North Dakota,762062,528039,446636
2023-02-05,Northern Mariana Islands,55144,46629,43900
2023-02-05,Ohio,11689100,7677204,7060791
2023-02-05,Oklahoma,3956971,2950102,2390776
2023-02-05,Oregon,4217737,3439027,3050027
2023-02-05,Pennsylvania,12801989,11584651,9379292
2023-02-05,Puerto Rico,3193694,2900790,2681982
2023-02-05,Rhode Island,1059361,1121579,928263
2023-02-05,South Carolina,5148714,3653247,3081610
2023-02-05,South Dakota,884659,741248,585683
2023-02-05,Tennessee,6829174,4396792,3840944
2023-02-05,Texas,28995881,22128938,18321481
2023-02-05,Utah,3205958,2410110,2135892
2023-02-05,Vermont,623989,620250,534086
2023-02-05,Veterans Health Administration,NA,3705979,3050573
2023-02-05,Virgin Islands,107268,74845,58886
2023-02-05,Virginia,8535519,7762027,6532633
2023-02-05,Washington,7614893,6484627,5785380
2023-02-05,West Virginia,1792147,1208849,1069210
2023-02-05,Wisconsin,5822434,4370978,3967243
2023-02-05,Wyoming,578759,352104,306661
2023-02-06,NA,NA,269064626,229719115
2023-02-06,Alabama,4903185,3184573,2604726
2023-02-06,Alaska,731545,533555,476024
2023-02-06,American Samoa,55641,46175,42456
2023-02-06,Arizona,7278717,5637681,4800233
2023-02-06,Arkansas,3017804,2107392,1714777
2023-02-06,California,39512223,33445088,29477685
2023-02-06,Colorado,5758736,4813200,4227859
2023-02-06,Connecticut,3565287,3652928,2958372
2023-02-06,Delaware,973764,858189,713369
2023-02-06,Department of Defense,NA,4657627,3715872
2023-02-06,District of Columbia,705749,827951,636953
2023-02-06,Federal Bureau of Prisons,NA,155231,141302
2023-02-06,Florida,21477737,17691493,14891661
2023-02-06,Georgia,10617423,7256034,6077271
2023-02-06,Guam,164229,158847,144231
2023-02-06,Hawaii,1415872,1293224,1153143
2023-02-06,Idaho,1787065,1141412,1008024
2023-02-06,Illinois,12671821,10017343,9021295
2023-02-06,Indian Health Services,NA,1159883,916078
2023-02-06,Indiana,6732219,4330161,3883521
2023-02-06,Iowa,3155070,2227610,2029318
2023-02-06,Kansas,2913314,2218475,1900513
2023-02-06,Kentucky,4467673,3073532,2661336
2023-02-06,Long Term Care (LTC) Program,NA,0,0
2023-02-06,Louisiana,4648794,2917165,2556144
2023-02-06,Maine,1344212,1308497,1118976
2023-02-06,Maryland,6045680,5540242,4814877
2023-02-06,Massachusetts,6892503,7349623,5801679
2023-02-06,Michigan,9986857,6929455,6219814
2023-02-06,Minnesota,5639632,4439695,4064209
2023-02-06,Mississippi,2976149,1833420,1596571
2023-02-06,Missouri,6137428,4251715,3620874
2023-02-06,Montana,1068778,729104,631873
2023-02-06,Nebraska,1934408,1418530,1280669
2023-02-06,Nevada,3080156,2388156,1960778
2023-02-06,New Hampshire,1359711,1197519,977116
2023-02-06,New Jersey,8882190,8399670,7022359
2023-02-06,New Mexico,2096829,1977281,1575076
2023-02-06,New York,19453561,18355097,15703878
2023-02-06,North Carolina,10488084,9658812,7033372
2023-02-06,North Dakota,762062,528039,446636
2023-02-06,Northern Mariana Islands,55144,46629,43900
2023-02-06,Ohio,11689100,7677204,7060791
2023-02-06,Oklahoma,3956971,2950102,2390776
2023-02-06,Oregon,4217737,3439027,3050027
2023-02-06,Pennsylvania,12801989,11584651,9379292
2023-02-06,Puerto Rico,3193694,2900790,2681982
2023-02-06,Rhode Island,1059361,1121579,928263
2023-02-06,South Carolina,5148714,3653247,3081610
2023-02-06,South Dakota,884659,741248,585683
2023-02-06,Tennessee,6829174,4396792,3840944
2023-02-06,Texas,28995881,22128938,18321481
2023-02-06,Utah,3205958,2410110,2135892
2023-02-06,Vermont,623989,620250,534086
2023-02-06,Veterans Health Administration,NA,3705979,3050573
2023-02-06,Virgin Islands,107268,74845,58886
2023-02-06,Virginia,8535519,7762027,6532633
2023-02-06,Washington,7614893,6484627,5785380
2023-02-06,West Virginia,1792147,1208849,1069210
2023-02-06,Wisconsin,5822434,4370978,3967243
2023-02-06,Wyoming,578759,352104,306661
2023-02-07,NA,NA,269064626,229719115
2023-02-07,Alabama,4903185,3184573,2604726
2023-02-07,Alaska,731545,533555,476024
2023-02-07,American Samoa,55641,46175,42456
2023-02-07,Arizona,7278717,5637681,4800233
2023-02-07,Arkansas,3017804,2107392,1714777
2023-02-07,California,39512223,33445088,29477685
2023-02-07,Colorado,5758736,4813200,4227859
2023-02-07,Connecticut,3565287,3652928,2958372
2023-02-07,Delaware,973764,858189,713369
2023-02-07,Department of Defense,NA,4657627,3715872
2023-02-07,District of Columbia,705749,827951,636953
2023-02-07,Federal Bureau of Prisons,NA,155231,141302
2023-02-07,Florida,21477737,17691493,14891661
2023-02-07,Georgia,10617423,7256034,6077271
2023-02-07,Guam,164229,158847,144231
2023-02-07,Hawaii,1415872,1293224,1153143
2023-02-07,Idaho,1787065,1141412,1008024
2023-02-07,Illinois,12671821,10017343,9021295
2023-02-07,Indian Health Services,NA,1159883,916078
2023-02-07,Indiana,6732219,4330161,3883521
2023-02-07,Iowa,3155070,2227610,2029318
2023-02-07,Kansas,2913314,2218475,1900513
2023-02-07,Kentucky,4467673,3073532,2661336
2023-02-07,Long Term Care (LTC) Program,NA,0,0
2023-02-07,Louisiana,4648794,2917165,2556144
2023-02-07,Maine,1344212,1308497,1118976
2023-02-07,Maryland,6045680,5540242,4814877
2023-02-07,Massachusetts,6892503,7349623,5801679
2023-02-07,Michigan,9986857,6929455,6219814
2023-02-07,Minnesota,5639632,4439695,4064209
2023-02-07,Mississippi,2976149,1833420,1596571
2023-02-07,Missouri,6137428,4251715,3620874
2023-02-07,Montana,1068778,729104,631873
2023-02-07,Nebraska,1934408,1418530,1280669
2023-02-07,Nevada,3080156,2388156,1960778
2023-02-07,New Hampshire,1359711,1197519,977116
2023-02-07,New Jersey,8882190,8399670,7022359
2023-02-07,New Mexico,2096829,1977281,1575076
2023-02-07,New York,19453561,18355097,15703878
2023-02-07,North Carolina,10488084,9658812,7033372
2023-02-07,North Dakota,762062,528039,446636
2023-02-07,Northern Mariana Islands,55144,46629,43900
2023-02-07,Ohio,11689100,7677204,7060791
2023-02-07,Oklahoma,3956971,2950102,2390776
2023-02-07,Oregon,4217737,3439027,3050027
2023-02-07,Pennsylvania,12801989,11584651,9379292
2023-02-07,Puerto Rico,3193694,2900790,2681982
2023-02-07,Rhode Island,1059361,1121579,928263
2023-02-07,South Carolina,5148714,3653247,3081610
2023-02-07,South Dakota,884659,741248,585683
2023-02-07,Tennessee,6829174,4396792,3840944
2023-02-07,Texas,28995881,22128938,18321481
2023-02-07,Utah,3205958,2410110,2135892
2023-02-07,Vermont,623989,620250,534086
2023-02-07,Veterans Health Administration,NA,3705979,3050573
2023-02-07,Virgin Islands,107268,74845,58886
2023-02-07,Virginia,8535519,7762027,6532633
2023-02-07,Washington,7614893,6484627,5785380
2023-02-07,West Virginia,1792147,1208849,1069210
2023-02-07,Wisconsin,5822434,4370978,3967243
2023-02-07,Wyoming,578759,352104,306661
2023-02-08,NA,NA,269064626,229719115
2023-02-08,Alabama,4903185,3184573,2604726
2023-02-08,Alaska,731545,533555,476024
2023-02-08,American Samoa,55641,46175,42456
2023-02-08,Arizona,7278717,5637681,4800233
2023-02-08,Arkansas,3017804,2107392,1714777
2023-02-08,California,39512223,33445088,29477685
2023-02-08,Colorado,5758736,4813200,4227859
2023-02-08,Connecticut,3565287,3652928,2958372
2023-02-08,Delaware,973764,858189,713369
2023-02-08,Department of Defense,NA,4657627,3715872
2023-02-08,District of Columbia,705749,827951,636953
2023-02-08,Federal Bureau of Prisons,NA,155231,141302
2023-02-08,Florida,21477737,17691493,14891661
2023-02-08,Georgia,10617423,7256034,6077271
2023-02-08,Guam,164229,158847,144231
2023-02-08,Hawaii,1415872,1293224,1153143
2023-02-08,Idaho,1787065,1141412,1008024
2023-02-08,Illinois,12671821,10017343,9021295
2023-02-08,Indian Health Services,NA,1159883,916078
2023-02-08,Indiana,6732219,4330161,3883521
2023-02-08,Iowa,3155070,2227610,2029318
2023-02-08,Kansas,2913314,2218475,1900513
2023-02-08,Kentucky,4467673,3073532,2661336
2023-02-08,Long Term Care (LTC) Program,NA,0,0
2023-02-08,Louisiana,4648794,2917165,2556144
2023-02-08,Maine,1344212,1308497,1118976
2023-02-08,Maryland,6045680,5540242,4814877
2023-02-08,Massachusetts,6892503,7349623,5801679
2023-02-08,Michigan,9986857,6929455,6219814
2023-02-08,Minnesota,5639632,4439695,4064209
2023-02-08,Mississippi,2976149,1833420,1596571
2023-02-08,Missouri,6137428,4251715,3620874
2023-02-08,Montana,1068778,729104,631873
2023-02-08,Nebraska,1934408,1418530,1280669
2023-02-08,Nevada,3080156,2388156,1960778
2023-02-08,New Hampshire,1359711,1197519,977116
2023-02-08,New Jersey,8882190,8399670,7022359
2023-02-08,New Mexico,2096829,1977281,1575076
2023-02-08,New York,19453561,18355097,15703878
2023-02-08,North Carolina,10488084,9658812,7033372
2023-02-08,North Dakota,762062,528039,446636
2023-02-08,Northern Mariana Islands,55144,46629,43900
2023-02-08,Ohio,11689100,7677204,7060791
2023-02-08,Oklahoma,3956971,2950102,2390776
2023-02-08,Oregon,4217737,3439027,3050027
2023-02-08,Pennsylvania,12801989,11584651,9379292
2023-02-08,Puerto Rico,3193694,2900790,2681982
2023-02-08,Rhode Island,1059361,1121579,928263
2023-02-08,South Carolina,5148714,3653247,3081610
2023-02-08,South Dakota,884659,741248,585683
2023-02-08,Tennessee,6829174,4396792,3840944
2023-02-08,Texas,28995881,22128938,18321481
2023-02-08,Utah,3205958,2410110,2135892
2023-02-08,Vermont,623989,620250,534086
2023-02-08,Veterans Health Administration,NA,3705979,3050573
2023-02-08,Virgin Islands,107268,74845,58886
2023-02-08,Virginia,8535519,7762027,6532633
2023-02-08,Washington,7614893,6484627,5785380
2023-02-08,West Virginia,1792147,1208849,1069210
2023-02-08,Wisconsin,5822434,4370978,3967243
2023-02-08,Wyoming,578759,352104,306661
2023-02-09,NA,NA,269208743,229820324
2023-02-09,Alabama,4903185,3185414,2605439
2023-02-09,Alaska,731545,533783,476182
2023-02-09,American Samoa,55641,46179,42458
2023-02-09,Arizona,7278717,5641418,4801686
2023-02-09,Arkansas,3017804,2107952,1715180
2023-02-09,California,39512223,33466766,29489111
2023-02-09,Colorado,5758736,4815841,4229919
2023-02-09,Connecticut,3565287,3655048,2959485
2023-02-09,Delaware,973764,858647,713632
2023-02-09,Department of Defense,NA,4660939,3718282
2023-02-09,District of Columbia,705749,828825,637562
2023-02-09,Federal Bureau of Prisons,NA,155231,141302
2023-02-09,Florida,21477737,17699765,14896712
2023-02-09,Georgia,10617423,7259500,6080154
2023-02-09,Guam,164229,158939,144317
2023-02-09,Hawaii,1415872,1293706,1153622
2023-02-09,Idaho,1787065,1141888,1008365
2023-02-09,Illinois,12671821,10028100,9031844
2023-02-09,Indian Health Services,NA,1160634,916535
2023-02-09,Indiana,6732219,4332595,3884719
2023-02-09,Iowa,3155070,2228478,2030090
2023-02-09,Kansas,2913314,2219536,1901427
2023-02-09,Kentucky,4467673,3074760,2662116
2023-02-09,Long Term Care (LTC) Program,NA,0,0
2023-02-09,Louisiana,4648794,2917505,2556431
2023-02-09,Maine,1344212,1309620,1119665
2023-02-09,Maryland,6045680,5542993,4817012
2023-02-09,Massachusetts,6892503,7354720,5804649
2023-02-09,Michigan,9986857,6931503,6221496
2023-02-09,Minnesota,5639632,4441877,4066026
2023-02-09,Mississippi,2976149,1833885,1596905
2023-02-09,Missouri,6137428,4253370,3622257
2023-02-09,Montana,1068778,729304,632026
2023-02-09,Nebraska,1934408,1419187,1281226
2023-02-09,Nevada,3080156,2389364,1961477
2023-02-09,New Hampshire,1359711,1198541,977842
2023-02-09,New Jersey,8882190,8402715,7024668
2023-02-09,New Mexico,2096829,1978497,1575797
2023-02-09,New York,19453561,18362786,15710354
2023-02-09,North Carolina,10488084,9667485,7037784
2023-02-09,North Dakota,762062,528288,446845
2023-02-09,Northern Mariana Islands,55144,46654,43914
2023-02-09,Ohio,11689100,7679973,7063346
2023-02-09,Oklahoma,3956971,2951083,2391439
2023-02-09,Oregon,4217737,3441152,3051673
2023-02-09,Pennsylvania,12801989,11591610,9385287
2023-02-09,Puerto Rico,3193694,2901878,2683965
2023-02-09,Rhode Island,1059361,1122105,928684
2023-02-09,South Carolina,5148714,3654422,3082596
2023-02-09,South Dakota,884659,741781,586003
2023-02-09,Tennessee,6829174,4396986,3841049
2023-02-09,Texas,28995881,22141575,18327920
2023-02-09,Utah,3205958,2412944,2138934
2023-02-09,Vermont,623989,620797,534445
2023-02-09,Veterans Health Administration,NA,3708727,3051667
2023-02-09,Virgin Islands,107268,74947,58920
2023-02-09,Virginia,8535519,7765250,6535205
2023-02-09,Washington,7614893,6487901,5788353
2023-02-09,West Virginia,1792147,1209195,1069437
2023-02-09,Wisconsin,5822434,4372645,3968764
2023-02-09,Wyoming,578759,352158,306689
2023-02-10,NA,NA,269208743,229820324
2023-02-10,Alabama,4903185,3185414,2605439
2023-02-10,Alaska,731545,533783,476182
2023-02-10,American Samoa,55641,46179,42458
2023-02-10,Arizona,7278717,5641418,4801686
2023-02-10,Arkansas,3017804,2107952,1715180
2023-02-10,California,39512223,33466766,29489111
2023-02-10,Colorado,5758736,4815841,4229919
2023-02-10,Connecticut,3565287,3655048,2959485
2023-02-10,Delaware,973764,858647,713632
2023-02-10,Department of Defense,NA,4660939,3718282
2023-02-10,District of Columbia,705749,828825,637562
2023-02-10,Federal Bureau of Prisons,NA,155231,141302
2023-02-10,Florida,21477737,17699765,14896712
2023-02-10,Georgia,10617423,7259500,6080154
2023-02-10,Guam,164229,158939,144317
2023-02-10,Hawaii,1415872,1293706,1153622
2023-02-10,Idaho,1787065,1141888,1008365
2023-02-10,Illinois,12671821,10028100,9031844
2023-02-10,Indian Health Services,NA,1160634,916535
2023-02-10,Indiana,6732219,4332595,3884719
2023-02-10,Iowa,3155070,2228478,2030090
2023-02-10,Kansas,2913314,2219536,1901427
2023-02-10,Kentucky,4467673,3074760,2662116
2023-02-10,Long Term Care (LTC) Program,NA,0,0
2023-02-10,Louisiana,4648794,2917505,2556431
2023-02-10,Maine,1344212,1309620,1119665
2023-02-10,Maryland,6045680,5542993,4817012
2023-02-10,Massachusetts,6892503,7354720,5804649
2023-02-10,Michigan,9986857,6931503,6221496
2023-02-10,Minnesota,5639632,4441877,4066026
2023-02-10,Mississippi,2976149,1833885,1596905
2023-02-10,Missouri,6137428,4253370,3622257
2023-02-10,Montana,1068778,729304,632026
2023-02-10,Nebraska,1934408,1419187,1281226
2023-02-10,Nevada,3080156,2389364,1961477
2023-02-10,New Hampshire,1359711,1198541,977842
2023-02-10,New Jersey,8882190,8402715,7024668
2023-02-10,New Mexico,2096829,1978497,1575797
2023-02-10,New York,19453561,18362786,15710354
2023-02-10,North Carolina,10488084,9667485,7037784
2023-02-10,North Dakota,762062,528288,446845
2023-02-10,Northern Mariana Islands,55144,46654,43914
2023-02-10,Ohio,11689100,7679973,7063346
2023-02-10,Oklahoma,3956971,2951083,2391439
2023-02-10,Oregon,4217737,3441152,3051673
2023-02-10,Pennsylvania,12801989,11591610,9385287
2023-02-10,Puerto Rico,3193694,2901878,2683965
2023-02-10,Rhode Island,1059361,1122105,928684
2023-02-10,South Carolina,5148714,3654422,3082596
2023-02-10,South Dakota,884659,741781,586003
2023-02-10,Tennessee,6829174,4396986,3841049
2023-02-10,Texas,28995881,22141575,18327920
2023-02-10,Utah,3205958,2412944,2138934
2023-02-10,Vermont,623989,620797,534445
2023-02-10,Veterans Health Administration,NA,3708727,3051667
2023-02-10,Virgin Islands,107268,74947,58920
2023-02-10,Virginia,8535519,7765250,6535205
2023-02-10,Washington,7614893,6487901,5788353
2023-02-10,West Virginia,1792147,1209195,1069437
2023-02-10,Wisconsin,5822434,4372645,3968764
2023-02-10,Wyoming,578759,352158,306689
2023-02-11,NA,NA,269208743,229820324
2023-02-11,Alabama,4903185,3185414,2605439
2023-02-11,Alaska,731545,533783,476182
2023-02-11,American Samoa,55641,46179,42458
2023-02-11,Arizona,7278717,5641418,4801686
2023-02-11,Arkansas,3017804,2107952,1715180
2023-02-11,California,39512223,33466766,29489111
2023-02-11,Colorado,5758736,4815841,4229919
2023-02-11,Connecticut,3565287,3655048,2959485
2023-02-11,Delaware,973764,858647,713632
2023-02-11,Department of Defense,NA,4660939,3718282
2023-02-11,District of Columbia,705749,828825,637562
2023-02-11,Federal Bureau of Prisons,NA,155231,141302
2023-02-11,Florida,21477737,17699765,14896712
2023-02-11,Georgia,10617423,7259500,6080154
2023-02-11,Guam,164229,158939,144317
2023-02-11,Hawaii,1415872,1293706,1153622
2023-02-11,Idaho,1787065,1141888,1008365
2023-02-11,Illinois,12671821,10028100,9031844
2023-02-11,Indian Health Services,NA,1160634,916535
2023-02-11,Indiana,6732219,4332595,3884719
2023-02-11,Iowa,3155070,2228478,2030090
2023-02-11,Kansas,2913314,2219536,1901427
2023-02-11,Kentucky,4467673,3074760,2662116
2023-02-11,Long Term Care (LTC) Program,NA,0,0
2023-02-11,Louisiana,4648794,2917505,2556431
2023-02-11,Maine,1344212,1309620,1119665
2023-02-11,Maryland,6045680,5542993,4817012
2023-02-11,Massachusetts,6892503,7354720,5804649
2023-02-11,Michigan,9986857,6931503,6221496
2023-02-11,Minnesota,5639632,4441877,4066026
2023-02-11,Mississippi,2976149,1833885,1596905
2023-02-11,Missouri,6137428,4253370,3622257
2023-02-11,Montana,1068778,729304,632026
2023-02-11,Nebraska,1934408,1419187,1281226
2023-02-11,Nevada,3080156,2389364,1961477
2023-02-11,New Hampshire,1359711,1198541,977842
2023-02-11,New Jersey,8882190,8402715,7024668
2023-02-11,New Mexico,2096829,1978497,1575797
2023-02-11,New York,19453561,18362786,15710354
2023-02-11,North Carolina,10488084,9667485,7037784
2023-02-11,North Dakota,762062,528288,446845
2023-02-11,Northern Mariana Islands,55144,46654,43914
2023-02-11,Ohio,11689100,7679973,7063346
2023-02-11,Oklahoma,3956971,2951083,2391439
2023-02-11,Oregon,4217737,3441152,3051673
2023-02-11,Pennsylvania,12801989,11591610,9385287
2023-02-11,Puerto Rico,3193694,2901878,2683965
2023-02-11,Rhode Island,1059361,1122105,928684
2023-02-11,South Carolina,5148714,3654422,3082596
2023-02-11,South Dakota,884659,741781,586003
2023-02-11,Tennessee,6829174,4396986,3841049
2023-02-11,Texas,28995881,22141575,18327920
2023-02-11,Utah,3205958,2412944,2138934
2023-02-11,Vermont,623989,620797,534445
2023-02-11,Veterans Health Administration,NA,3708727,3051667
2023-02-11,Virgin Islands,107268,74947,58920
2023-02-11,Virginia,8535519,7765250,6535205
